사건번호,법원,물건종류,용도설명,소재지,감정가(원),최저매각가(원),낙찰가(원),매각기일,유찰횟수,거리(m)
2024타경103309,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1450 에스케이뷰아파트 101동 15층1506호,263000000,184100000,0,2025-05-13,1,3680
2024타경109468,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1450 에스케이뷰아파트 105동 18층1803호,270000000,189000000,229899000,2025-08-06,1,3680
2024타경6217,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1307 대원아파트 105동 21층2102호,978000000,479220000,652233000,2025-09-22,2,3684
2023타경111112,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1328 영남아파트 104동 8층802호,607000000,388480000,510550000,2026-01-13,2,3699
2024타경4273,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1398 엘지아파트 109동 4층401호,820000000,574000000,713330000,2026-02-02,1,3710
2024타경102696,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1398 엘지아파트 101동 7층701호,722000000,505400000,599999999,2025-10-28,1,3710
2024타경108090,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1398 엘지아파트 101동 15층1501호,700000000,490000000,564100000,2025-08-18,1,3710
2024타경1922,동부지원,아파트,다세대,부산광역시 수영구 망미동 424-6 4층401호,242000000,169400000,182990000,2025-09-16,1,3717
2024타경106827,동부지원,기타건물,기타,부산광역시 해운대구 재송동 1123-21,201805700,33918000,35700000,2025-07-14,5,3767
2024타경2581,동부지원,아파트,아파트,부산광역시 수영구 망미동 426-1 5층503호,227000000,77861000,104599000,2026-03-31,3,3769
2024타경109123,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1157-1 센텀골든파크 102동 11층1102호,108000000,75600000,86399999,2025-06-02,1,3836
2023타경103289,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1448 경남선경아파트 105동 8층802호,277000000,277000000,0,2026-04-20,0,3841
2023타경109867,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1448 경남선경아파트 116동 3층302호,720000000,403200000,450900000,2025-08-05,2,3841
2024타경104012,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1448 경남선경아파트 102동 15층1501호,13500000,13500000,0,2026-04-20,1,3841
2024타경105282,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1187 센텀그린타워아파트 15층1502호,112000000,54880000,66290000,2025-04-21,2,3863
2023타경2768,동부지원,아파트,아파트,부산광역시 수영구 남천동 556-7 남천우성스마트시티뷰 14층1403호,599000000,419300000,431999990,2026-01-12,2,3867
2023타경1185,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1439 벽산아파트 203동 8층801호,788000000,504320000,582999000,2026-01-26,2,3877
2023타경109324,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1438 대우2차아파트 207동 8층801호,761000000,372890000,488770000,2025-06-30,2,3891
2024타경6880,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1413 삼성아파트 107동 2층202호,717000000,501900000,677770000,2026-03-09,1,3949
2024타경106124,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1413 삼성아파트 101동 2층202호,518000000,362600000,484200000,2025-04-22,1,3949
2023타경108062,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1160-12 센텀글로리아 6동 3층312호,122000000,10480000,11480000,2025-10-13,11,3965
2024타경103286,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1160-12 센텀글로리아 9동 2층206호,92000000,45080000,56299999,2025-09-16,2,3965
2024타경104807,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1155-3 시영아파트 49동 1층110호,113000000,55370000,77130000,2025-09-08,2,4003
2023타경107472,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1414 엘아이지건영아파트 305동 24층2402호,746000000,477440000,510999998,2025-05-12,2,4008
2024타경108427,동부지원,아파트,아파트,부산광역시 해운대구 좌동 1414 엘아이지건영아파트 311동 4층401호,667000000,466900000,466990000,2025-07-14,1,4008
2022타경105059,동부지원,주거용,근린시설,부산광역시 수영구 망미동 442-7,543059400,186269300,190777000,2025-06-23,3,4075
2024타경4341,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1162-1 센텀혜성 3동 2층202호,124000000,42532000,60760000,2025-07-21,3,4108
2024타경6866,동부지원,기타건물,근린시설,부산광역시 해운대구 재송동 1184-25,1801416300,882693900,0,2026-04-28,3,4128
2023타경111389,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1163-1 남성선파크타운 5동 6층716호,94000000,30801900,37999999,2025-04-21,5,4200
2024타경6002,동부지원,아파트,"상가,오피스텔,근린시설",부산광역시 해운대구 재송동 900-1 센텀센트레빌플래비뉴 103동 13층1303호,341000000,238700000,265050000,2026-04-13,1,4222
2023타경4665,동부지원,기타건물,대지,부산광역시 해운대구 재송동 1025-4,1056396000,362344000,392949760,2025-09-29,6,4272
2024타경3959,동부지원,기타건물,대지,부산광역시 수영구 망미동 593-55,21138600,10357900,10400000,2025-07-07,2,4300
2023타경106479,동부지원,아파트,아파트,부산광역시 수영구 망미동 822-4 5층34호,130000000,34078000,42600000,2025-07-28,6,4321
2024타경4662,동부지원,기타건물,아파트,부산광역시 해운대구 재송동 1027,144000000,70560000,80068000,2026-03-24,2,4386
2024타경106148,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1023 센텀삼익아파트 102동 5층520호,238000000,166600000,187000000,2025-09-08,1,4397
2024타경6163,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1026-1 204호 시영아파트 30동,149000000,73010000,101707101,2026-01-13,2,4434
2023타경103326,동부지원,아파트,아파트,부산광역시 수영구 망미동 1176 수영에스케이뷰1단지 102동 6층602호,421000000,421000000,495555000,2026-04-06,0,4472
2024타경107431,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1029 센텀파미르 105동 21층2104호,362000000,253400000,285110000,2025-04-21,1,4488
2024타경106742,동부지원,아파트,빌라,부산광역시 해운대구 반여동 1291-823 2층201호,67000000,22981000,33999999,2025-04-28,3,4543
2024타경5047,동부지원,주거용,"상가,오피스텔,근린시설",부산광역시 해운대구 재송동 1353 센텀리슈빌3단지 상가동 1층6호,464000000,159152000,206100000,2026-03-16,3,4595
2024타경3478,동부지원,아파트,아파트,부산광역시 수영구 망미동 941-1 망미로얄베스토피아 5동 3층303호,184000000,128800000,138880000,2025-06-24,1,4603
2023타경108499,동부지원,아파트,다세대,부산광역시 수영구 망미동 833-11 미라클수 4층401호,170000000,83300000,105000000,2025-08-11,2,4618
2024타경2680,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1672 해운대더샵센텀그린 104동 21층2103호,393000000,275100000,353000001,2025-06-09,1,4620
2024타경5443,동부지원,아파트,다세대,부산광역시 해운대구 반여동 1291-520 1층101호,69000000,23667000,26580000,2025-12-08,3,4624
2024타경108205,동부지원,아파트,아파트,부산광역시 해운대구 재송동 1350 센텀리슈빌1단지 102동 25층2502호,1060000000,742000000,943588888,2026-01-19,1,4641
2024타경257,동부지원,아파트,오피스텔,부산광역시 수영구 망미동 835-6 망미디아이리더스 2층201호,128000000,128000000,0,2026-04-13,1,4706
2024타경107523,동부지원,아파트,다세대,"부산광역시 해운대구 반여동 1291-163 1,2층101호",11000000,7700000,11000000,2025-04-22,1,4716
2022타경2891,동부지원,아파트,다세대,부산광역시 해운대구 반여동 1291-119 1층102호,74000000,2082000,2122000,2025-10-13,16,4724
2024타경233,동부지원,아파트,다세대,부산광역시 해운대구 반여동 1291-186 2층201호,79000000,18967900,35550000,2025-05-13,4,4732
2024타경3102,동부지원,아파트,"연립주택,다세대,빌라",부산광역시 해운대구 반여동 1291-50 3층301호,46000000,22540000,27989900,2025-08-05,2,4762
2023타경4719,동부지원,아파트,빌라,부산광역시 수영구 망미동 839-2 남경리젠시빌라 2층203호,210000000,86016000,104900000,2025-06-09,4,4788
2024타경104401,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1594-70 보훈아파트 2동 1층103호,73400000,25176000,33470000,2025-09-08,3,4799
2024타경4136,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1660 센텀롯데캐슬2차 206동 8층802호,354000000,247800000,295600000,2025-07-14,1,4835
2024타경107226,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1594-1 보훈아파트 6동 2층202호,72000000,24696000,26550000,2025-08-18,3,4873
2023타경110942,동부지원,아파트,다세대,부산광역시 해운대구 반여동 1613-14 2층201호,67000000,2362000,0,2026-05-11,13,4970
2022타경2884,동부지원,기타건물,상가,부산광역시 해운대구 반여동 1588-7,111073500,6106000,10000000,2025-12-22,18,4986
2023타경4818,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1662 해운대 메가센텀 한화꿈에그린아파트 113동 19층1903호,823000000,526720000,639999999,2025-06-24,2,5092
2024타경3362,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1581-22 홍림센텀아파트 1동 1403호,79000000,55300000,65800000,2025-05-26,1,5123
2024타경4556,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1581-22 홍림센텀아파트 2동 2507호,81000000,13614000,70000000,2025-12-01,5,5123
2023타경103753,동부지원,아파트,다세대,부산광역시 해운대구 반여동 1578-9 3층301호,75000000,25725000,25789000,2025-08-18,14,5140
2024타경981,동부지원,기타건물,근린시설,부산광역시 해운대구 송정동 437-3,6526776800,3198121000,4268530800,2025-08-11,2,5154
2023타경106295,동부지원,아파트,오피스텔,부산광역시 해운대구 반여동 1440-41 센텀펠리시아 4층비402호,194000000,26038000,174905000,2025-07-07,9,5370
2023타경107700,동부지원,아파트,오피스텔,부산광역시 해운대구 반여동 1440-41 센텀펠리시아 10층비1001호,207000000,105984000,178605000,2025-07-07,3,5370
2024타경3621,동부지원,아파트,"상가,오피스텔,근린시설",부산광역시 해운대구 반여동 1440-41 센텀펠리시아 7층비701호,202000000,141400000,190000000,2025-11-17,1,5370
2024타경4723,동부지원,아파트,아파트,부산광역시 해운대구 송정동 947 해운대송정우림필유아파트 105동 17층1701호,443000000,310100000,351110000,2026-03-09,1,5415
2024타경109017,동부지원,아파트,아파트,부산광역시 해운대구 송정동 947 해운대송정우림필유아파트 103동 8층803호,337000000,235900000,277500705,2026-03-24,1,5415
2024타경5122,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1638 아시아선수촌아파트 115동 9층904호,500000000,350000000,422570000,2025-05-12,1,5477
2024타경105671,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1638 아시아선수촌아파트 120동 2층204호,582000000,407400000,460770000,2026-03-31,1,5477
2024타경109369,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1638 아시아선수촌아파트 120동 3층303호,612000000,428400000,452990000,2025-06-02,1,5477
2024타경3393,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1199-11 센텀대림아파트 107동 17층1702호,244000000,170800000,202521000,2025-06-30,1,5505
2024타경102702,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1199-11 센텀대림아파트 109동 4층408호,235000000,164500000,213342369,2026-04-06,1,5505
2024타경882,동부지원,기타건물,근린시설,부산광역시 해운대구 송정동 157-4,9711166900,4758471700,6520006622,2025-06-30,2,5672
2024타경5245,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1619 센텀롯데캐슬아파트 109동 3층303호,391000000,273700000,361000000,2025-09-09,1,5688
2024타경5306,동부지원,주거용,근린시설,부산광역시 해운대구 송정동 323-8 1층101호,1530000000,524790000,540054999,2025-11-25,3,5768
2024타경108410,동부지원,아파트,오피스텔,부산광역시 해운대구 송정동 137-7 조희바다풍경주건축물제1동 4층403호,287000000,140630000,148888880,2025-06-16,2,5828
2024타경105831,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1174-1 센텀에스케이뷰아파트 102동 13층1306호,368000000,257600000,305000000,2025-05-26,1,5838
2024타경106643,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1174-1 센텀에스케이뷰아파트 115동 9층901호,506000000,354200000,412000000,2025-06-30,1,5838
2024타경109079,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1190-1 우방신세계아파트 103동 22층2205호,290000000,203000000,256580000,2025-06-24,1,5858
2024타경107318,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1192-3 일동미라주아파트 103동 18층1807호,213000000,149100000,181499999,2025-04-22,1,5897
2024타경106636,동부지원,주거용,기타,부산광역시 해운대구 반여동 903-30 1층,204000000,69972000,75000000,2025-04-28,3,6063
2024타경105503,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1682 해운대센텀트루엘1단지 101동 5층501호,430000000,301000000,393488000,2025-04-21,1,6120
2024타경4389,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1088 센텀강변현대아파트 101동 6층605호,188000000,131600000,148519990,2025-04-22,1,6194
2024타경5832,동부지원,아파트,"연립주택,다세대,빌라",부산광역시 해운대구 반여동 1088 센텀강변현대아파트 102동 12층1205호,261000000,182700000,217056000,2025-08-18,1,6194
2024타경103989,동부지원,아파트,아파트,부산광역시 해운대구 반여동 1088 센텀강변현대아파트 102동 1층106호,246000000,120540000,189920000,2026-04-06,2,6194
2024타경2635,동부지원,아파트,다세대,부산광역시 해운대구 송정동 180-1 늘해랑 2층204호,142000000,69580000,78788000,2025-04-21,2,6499
2024타경547,동부지원,주거용,근린시설,부산광역시 해운대구 석대동 636 (주)원파크중고자동차백화점 2층205호,977000000,625280000,691000000,2025-06-02,2,7244
2024타경106988,동부지원,아파트,연립주택,부산광역시 해운대구 반송동 744-358 5층501호,69600000,34104000,0,2026-04-28,3,7362
2024타경4068,동부지원,기타건물,대지,부산광역시 해운대구 반송동 250-512,99400000,48706000,0,2026-04-28,3,7461
2024타경109055,동부지원,주거용,기타,부산광역시 해운대구 석대동 617 테크노타워 6층602호,2202585600,1079267000,1085000000,2025-11-10,2,7816
2024타경105176,동부지원,아파트,단독주택,부산광역시 해운대구 반송동 266-36,155268240,76082000,80800000,2025-05-12,2,7927
2022타경104513,동부지원,아파트,아파트,"부산광역시 해운대구 반송동 892 벽산,삼협한솔아파트 105동 6층606호",164000000,104960000,108110000,2026-04-06,3,7981
2024타경108182,동부지원,아파트,아파트,부산광역시 해운대구 반송동 93 광하주택 2동 4층408호,84000000,41160000,60380000,2025-11-25,2,8292
2024타경106094,동부지원,기타건물,전답,부산광역시 해운대구 반송동 385-57,394268300,66265000,76990000,2025-12-01,5,8532
